Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-1433;ENG;Baja;126365;Media;7;2;30/07/2019;09/03/2020;21/03/2020;29/03/2020;243
SDATOOL-7721;CCS;Media;43228;Media;2;1;13/08/2019;07/11/2019;01/12/2019;11/12/2019;120
SDATOOL-3290;T&C;Alta;200697;Alta;7;2;12/07/2022;26/07/2023;19/08/2023;21/08/2023;405
SDATOOL-4446;CIB;Media;295105;Media;10;4;07/03/2024;22/08/2025;14/09/2025;16/09/2025;558
SDATOOL-3993;CIB;Media;124941;Media;8;2;08/03/2021;16/10/2021;09/11/2021;15/11/2021;252
SDATOOL-5592;ENG;Media;313552;Alta;7;3;01/09/2024;01/09/2025;08/09/2025;12/09/2025;376
SDATOOL-2780;ENG;Media;273394;Alta;4;3;23/01/2021;27/11/2021;05/12/2021;10/12/2021;321
SDATOOL-5114;CCS;Media;157999;Media;4;3;02/04/2024;09/01/2025;16/01/2025;24/01/2025;297
SDATOOL-3780;GRM;Alta;130780;Media;6;2;09/02/2023;14/11/2023;03/12/2023;13/12/2023;307
SDATOOL-2448;CIB;Alta;190199;Alta;5;2;28/11/2020;05/09/2021;14/09/2021;20/09/2021;296
SDATOOL-2350;CIB;Alta;119434;Media;5;2;17/06/2025;06/02/2026;26/02/2026;27/02/2026;255
SDATOOL-6135;FIN;Media;49338;Media;5;1;03/07/2020;26/09/2020;23/10/2020;29/10/2020;118
SDATOOL-8617;ENG;Media;418702;Alta;7;4;04/08/2020;03/10/2021;13/10/2021;18/10/2021;440
SDATOOL-1626;RCS;Alta;81475;Media;10;1;05/05/2023;28/11/2023;23/12/2023;29/12/2023;238
SDATOOL-3291;ENG;Media;226172;Alta;7;2;24/06/2019;14/06/2020;27/06/2020;06/07/2020;378
SDATOOL-6132;CCS;Media;130929;Media;1;3;05/02/2023;26/11/2023;04/12/2023;05/12/2023;303
SDATOOL-5244;ENG;Alta;179784;Alta;4;2;23/11/2024;23/07/2025;06/08/2025;10/08/2025;260
SDATOOL-5368;ENG;Media;225956;Media;9;3;06/07/2025;18/05/2026;12/06/2026;20/06/2026;349
SDATOOL-2029;ENG;Alta;233970;Alta;9;2;13/09/2025;09/08/2026;03/09/2026;09/09/2026;361
SDATOOL-8170;FIN;Media;188532;Media;7;3;15/08/2022;22/07/2023;18/08/2023;23/08/2023;373
SDATOOL-8106;ENG;Media;186457;Media;2;4;18/01/2021;10/02/2022;22/02/2022;26/02/2022;404
SDATOOL-6713;ENG;Media;144641;Alta;1;2;11/08/2021;24/03/2022;04/04/2022;06/04/2022;238
SDATOOL-1987;RCS;Alta;45997;Baja;2;2;08/11/2021;21/06/2022;30/06/2022;05/07/2022;239
SDATOOL-5986;FIN;Media;82623;Baja;9;2;15/08/2024;02/04/2025;01/05/2025;09/05/2025;267
SDATOOL-1687;FIN;Media;57859;Baja;1;2;25/08/2023;12/02/2024;23/02/2024;29/02/2024;188
SDATOOL-4924;ENG;Media;118290;Media;7;2;02/04/2022;15/01/2023;03/02/2023;12/02/2023;316
SDATOOL-1949;RIC;Media;76569;Media;10;1;18/11/2019;11/04/2020;25/04/2020;27/04/2020;161
SDATOOL-5248;CCS;Media;108724;Media;4;2;08/06/2022;20/12/2022;11/01/2023;18/01/2023;224
SDATOOL-8557;FIN;Alta;67000;Baja;6;2;14/12/2025;28/08/2026;17/09/2026;18/09/2026;278
SDATOOL-8242;GRM;Alta;81649;Media;10;1;04/07/2024;27/12/2024;14/01/2025;17/01/2025;197
SDATOOL-2002;FIN;Alta;99033;Media;3;2;30/01/2025;13/09/2025;24/09/2025;04/10/2025;247
SDATOOL-2872;CCS;Media;224729;Alta;7;2;06/11/2025;21/08/2026;29/08/2026;08/09/2026;306
SDATOOL-1520;FIN;Alta;44510;Media;3;1;23/12/2023;04/05/2024;31/05/2024;04/06/2024;164
SDATOOL-4274;FIN;Alta;136681;Baja;7;3;19/09/2022;07/07/2023;17/07/2023;25/07/2023;309
SDATOOL-5373;FIN;Alta;383505;Alta;10;3;13/03/2021;28/03/2022;16/04/2022;26/04/2022;409
SDATOOL-8515;CCS;Baja;248336;Alta;3;3;07/09/2023;27/06/2024;21/07/2024;31/07/2024;328
SDATOOL-6993;RCS;Media;84186;Media;2;2;07/12/2020;30/05/2021;09/06/2021;11/06/2021;186
SDATOOL-4511;FIN;Alta;141201;Alta;2;2;15/11/2021;12/08/2022;29/08/2022;05/09/2022;294
SDATOOL-3424;RCS;Alta;103422;Media;2;2;07/05/2025;29/12/2025;19/01/2026;27/01/2026;265
SDATOOL-7229;CCS;Media;116208;Media;6;2;11/05/2021;30/11/2021;16/12/2021;24/12/2021;227
SDATOOL-6193;ENG;Media;113313;Baja;10;2;24/04/2019;29/02/2020;07/03/2020;09/03/2020;320
SDATOOL-4256;T&C;Alta;210304;Media;9;3;01/01/2021;28/01/2022;21/02/2022;24/02/2022;419
SDATOOL-2069;CIB;Media;276023;Alta;4;3;29/04/2023;26/04/2024;12/05/2024;14/05/2024;381
SDATOOL-7607;FIN;Media;85703;Media;3;2;25/12/2023;04/07/2024;15/07/2024;22/07/2024;210
SDATOOL-9703;FIN;Media;148249;Media;9;2;21/02/2024;21/12/2024;03/01/2025;08/01/2025;322
SDATOOL-3443;CIB;Media;378470;Alta;10;3;28/02/2025;18/03/2026;03/04/2026;13/04/2026;409
SDATOOL-8766;CCS;Alta;123694;Baja;8;3;13/11/2019;20/08/2020;15/09/2020;21/09/2020;313
SDATOOL-2710;ENG;Media;273001;Alta;5;3;30/01/2021;05/11/2021;19/11/2021;24/11/2021;298
SDATOOL-9153;ENG;Media;291176;Alta;2;4;15/06/2019;30/06/2020;19/07/2020;20/07/2020;401
SDATOOL-4789;ENG;Alta;96604;Media;4;2;24/05/2024;24/02/2025;22/03/2025;01/04/2025;312
SDATOOL-1236;FIN;Alta;96151;Media;4;2;12/08/2019;06/04/2020;17/04/2020;21/04/2020;253
SDATOOL-7660;RCS;Media;208967;Media;9;3;01/04/2020;02/04/2021;12/04/2021;22/04/2021;386
SDATOOL-5630;FIN;Baja;161282;Alta;3;2;26/11/2019;28/07/2020;08/08/2020;14/08/2020;262
SDATOOL-7051;FIN;Media;117946;Media;7;2;14/09/2019;20/05/2020;01/06/2020;04/06/2020;264
SDATOOL-3239;GRM;Baja;39931;Baja;1;1;30/06/2021;16/08/2021;04/09/2021;13/09/2021;75
SDATOOL-2981;FIN;Baja;342077;Alta;8;3;30/12/2020;27/03/2022;09/04/2022;11/04/2022;467
SDATOOL-7332;FIN;Alta;236451;Media;6;4;27/10/2025;22/12/2026;12/01/2027;18/01/2027;448
SDATOOL-5581;RIC;Media;149106;Alta;3;2;16/02/2020;02/10/2020;21/10/2020;22/10/2020;249
SDATOOL-6450;T&C;Baja;175672;Alta;5;2;04/07/2024;23/01/2025;18/02/2025;20/02/2025;231
SDATOOL-1663;CIB;Alta;156634;Media;9;2;29/01/2024;23/02/2025;12/03/2025;17/03/2025;413
SDATOOL-2159;CCS;Alta;222364;Media;9;3;17/03/2019;15/02/2020;24/02/2020;25/02/2020;345
SDATOOL-2501;ENG;Alta;81348;Media;1;2;30/07/2022;12/05/2023;20/05/2023;21/05/2023;295
SDATOOL-4063;CIB;Media;239410;Media;5;4;11/09/2023;10/09/2024;01/10/2024;03/10/2024;388
SDATOOL-3043;CCS;Media;150750;Alta;3;2;19/10/2021;02/06/2022;17/06/2022;21/06/2022;245
SDATOOL-8375;ENG;Media;335893;Alta;4;4;31/05/2020;06/07/2021;14/07/2021;19/07/2021;414
SDATOOL-9756;CIB;Media;28676;Baja;2;1;09/05/2019;08/07/2019;25/07/2019;31/07/2019;83
SDATOOL-7001;GRM;Baja;62671;Media;7;1;28/06/2022;16/11/2022;02/12/2022;12/12/2022;167
SDATOOL-7530;GRM;Media;111097;Alta;7;1;31/05/2025;11/12/2025;03/01/2026;10/01/2026;224
SDATOOL-5324;ENG;Media;193200;Alta;6;2;14/04/2021;10/02/2022;02/03/2022;09/03/2022;329
SDATOOL-4859;GRM;Media;185207;Media;6;3;25/09/2024;04/08/2025;20/08/2025;28/08/2025;337
SDATOOL-7406;ENG;Media;200655;Media;7;3;04/08/2019;22/07/2020;04/08/2020;11/08/2020;373
SDATOOL-2887;RCS;Media;182357;Alta;5;2;25/01/2024;06/08/2024;25/08/2024;04/09/2024;223
SDATOOL-8194;ENG;Alta;129211;Alta;1;2;07/11/2019;26/06/2020;25/07/2020;04/08/2020;271
SDATOOL-8668;ENG;Alta;69471;Media;10;1;21/04/2023;17/11/2023;03/12/2023;07/12/2023;230
SDATOOL-8092;CIB;Media;84380;Alta;5;1;01/10/2022;26/02/2023;15/03/2023;22/03/2023;172
SDATOOL-5554;CIB;Baja;37575;Baja;7;1;13/05/2024;18/10/2024;02/11/2024;05/11/2024;176
SDATOOL-8695;GRM;Baja;203773;Media;3;4;07/12/2019;06/12/2020;02/01/2021;06/01/2021;396
SDATOOL-2985;GRM;Media;110544;Media;5;2;03/05/2020;17/11/2020;01/12/2020;03/12/2020;214
SDATOOL-8845;FIN;Media;63673;Baja;4;2;24/02/2023;23/07/2023;04/08/2023;13/08/2023;170
SDATOOL-4016;FIN;Media;127288;Media;1;3;18/10/2023;16/07/2024;26/07/2024;03/08/2024;290
SDATOOL-9805;CIB;Media;95504;Media;4;2;09/05/2025;14/11/2025;12/12/2025;21/12/2025;226
SDATOOL-9554;CIB;Media;214413;Alta;7;2;14/05/2019;17/02/2020;16/03/2020;24/03/2020;315
SDATOOL-9313;ENG;Media;128702;Baja;6;3;24/08/2020;12/07/2021;22/07/2021;24/07/2021;334
SDATOOL-8435;ENG;Media;193957;Media;8;3;10/06/2020;12/05/2021;04/06/2021;08/06/2021;363
SDATOOL-2855;ENG;Baja;257322;Media;7;4;18/05/2020;26/07/2021;08/08/2021;17/08/2021;456
SDATOOL-5766;CIB;Media;59942;Media;6;1;14/10/2024;07/05/2025;16/05/2025;25/05/2025;223
SDATOOL-8739;ENG;Media;380278;Alta;10;3;03/02/2019;30/04/2020;17/05/2020;24/05/2020;476
SDATOOL-9175;ENG;Baja;162802;Media;10;2;02/12/2023;04/10/2024;22/10/2024;30/10/2024;333
SDATOOL-6044;RIC;Alta;146532;Alta;1;2;12/04/2024;29/12/2024;18/01/2025;24/01/2025;287
SDATOOL-9983;FIN;Alta;114536;Baja;7;3;27/06/2021;24/05/2022;19/06/2022;20/06/2022;358
SDATOOL-6635;RCS;Alta;145696;Media;9;2;03/10/2021;25/08/2022;13/09/2022;18/09/2022;350
SDATOOL-7314;CCS;Baja;110785;Media;3;2;19/04/2020;03/11/2020;14/11/2020;15/11/2020;210
SDATOOL-9227;ENG;Media;76808;Baja;6;2;04/03/2025;03/10/2025;17/10/2025;18/10/2025;228
SDATOOL-2442;ENG;Baja;243455;Alta;9;2;06/12/2023;23/09/2024;22/10/2024;29/10/2024;328
SDATOOL-8656;GRM;Alta;75830;Media;2;2;15/03/2025;13/10/2025;20/10/2025;29/10/2025;228
SDATOOL-8408;FIN;Alta;223923;Media;5;4;23/02/2023;27/03/2024;05/04/2024;13/04/2024;415
SDATOOL-1470;FIN;Media;161385;Media;5;3;18/03/2021;26/11/2021;17/12/2021;24/12/2021;281
SDATOOL-1472;RCS;Media;144015;Baja;3;4;08/10/2020;23/09/2021;13/10/2021;22/10/2021;379
SDATOOL-6705;T&C;Media;145058;Alta;1;2;28/08/2019;26/03/2020;15/04/2020;16/04/2020;232
SDATOOL-5216;RCS;Media;254731;Alta;4;3;22/10/2022;08/09/2023;23/09/2023;25/09/2023;338
SDATOOL-5081;RCS;Media;146426;Baja;9;3;13/04/2021;08/03/2022;18/03/2022;22/03/2022;343
SDATOOL-4675;ENG;Baja;112345;Baja;4;3;13/02/2022;07/11/2022;30/11/2022;03/12/2022;293
SDATOOL-4075;GRM;Media;164905;Media;10;2;06/07/2024;21/03/2025;10/04/2025;11/04/2025;279
SDATOOL-5542;CCS;Baja;76133;Media;1;2;06/04/2023;24/10/2023;13/11/2023;20/11/2023;228
SDATOOL-4390;RIC;Baja;140025;Baja;9;3;14/12/2020;11/12/2021;24/12/2021;26/12/2021;377
SDATOOL-8776;CCS;Media;202448;Media;7;3;19/05/2022;09/04/2023;17/04/2023;19/04/2023;335
SDATOOL-9436;GRM;Media;201949;Alta;6;2;13/08/2020;03/05/2021;01/06/2021;02/06/2021;293
SDATOOL-9861;T&C;Baja;97498;Baja;9;2;01/03/2024;11/11/2024;05/12/2024;13/12/2024;287
SDATOOL-8767;ENG;Media;150203;Media;10;2;28/01/2024;18/12/2024;04/01/2025;07/01/2025;345
SDATOOL-9497;ENG;Media;234167;Alta;9;2;17/03/2022;27/01/2023;24/02/2023;02/03/2023;350
SDATOOL-1590;RCS;Alta;141621;Baja;7;3;06/08/2023;27/06/2024;21/07/2024;27/07/2024;356
SDATOOL-1891;RIC;Alta;80634;Media;1;2;30/10/2022;19/05/2023;12/06/2023;14/06/2023;227
SDATOOL-1149;ENG;Media;92039;Media;3;2;16/04/2022;25/10/2022;11/11/2022;15/11/2022;213
SDATOOL-3079;CIB;Media;31410;Baja;6;1;21/12/2022;13/06/2023;02/07/2023;06/07/2023;197
SDATOOL-1996;ENG;Media;139644;Media;9;2;10/06/2025;28/03/2026;14/04/2026;22/04/2026;316
SDATOOL-4431;FIN;Media;84640;Media;3;2;07/05/2023;25/10/2023;07/11/2023;15/11/2023;192
SDATOOL-7190;ENG;Baja;215489;Media;9;3;07/07/2019;28/06/2020;10/07/2020;11/07/2020;370
SDATOOL-2836;FIN;Baja;203018;Media;4;4;27/04/2020;07/04/2021;04/05/2021;11/05/2021;379
SDATOOL-4938;ENG;Alta;140316;Media;10;2;16/04/2019;15/03/2020;13/04/2020;17/04/2020;367
SDATOOL-8634;ENG;Media;103755;Alta;7;1;20/12/2024;19/07/2025;17/08/2025;25/08/2025;248
SDATOOL-7200;FIN;Alta;108799;Baja;6;3;30/04/2022;25/02/2023;22/03/2023;23/03/2023;327
SDATOOL-8328;RCS;Media;257453;Alta;3;3;26/12/2020;26/09/2021;20/10/2021;23/10/2021;301
SDATOOL-3912;ENG;Alta;94547;Baja;9;2;12/04/2019;06/03/2020;17/03/2020;19/03/2020;342
SDATOOL-2904;RCS;Alta;257765;Alta;10;2;19/01/2020;08/01/2021;31/01/2021;09/02/2021;387
SDATOOL-5350;GRM;Alta;180261;Media;5;3;02/06/2021;27/03/2022;06/04/2022;15/04/2022;317
SDATOOL-5356;CIB;Alta;99132;Baja;3;3;21/02/2019;30/11/2019;09/12/2019;17/12/2019;299
SDATOOL-2245;ENG;Media;109970;Media;1;3;05/09/2022;25/06/2023;07/07/2023;08/07/2023;306
SDATOOL-8609;T&C;Media;126852;Media;5;2;04/06/2022;18/11/2022;05/12/2022;06/12/2022;185
SDATOOL-9337;ENG;Baja;263735;Alta;10;2;27/03/2021;10/02/2022;06/03/2022;13/03/2022;351
SDATOOL-4703;CIB;Media;35417;Baja;6;1;26/05/2022;17/10/2022;31/10/2022;10/11/2022;168
SDATOOL-7943;RIC;Alta;327937;Alta;3;4;28/10/2024;19/11/2025;27/11/2025;03/12/2025;401
SDATOOL-8523;GRM;Media;246048;Alta;3;3;03/10/2024;19/08/2025;30/08/2025;05/09/2025;337
SDATOOL-6273;RCS;Baja;114500;Media;6;2;19/04/2023;03/01/2024;16/01/2024;21/01/2024;277
SDATOOL-5499;GRM;Baja;168398;Alta;4;2;03/04/2024;12/11/2024;23/11/2024;25/11/2024;236
SDATOOL-3845;CIB;Media;253799;Media;6;4;15/01/2025;02/04/2026;14/04/2026;21/04/2026;461
SDATOOL-7597;GRM;Media;53116;Media;4;1;19/03/2022;06/07/2022;22/07/2022;24/07/2022;127
SDATOOL-8181;CCS;Media;88706;Media;1;2;11/06/2020;15/12/2020;13/01/2021;15/01/2021;218
SDATOOL-6877;CIB;Media;138399;Media;9;2;26/06/2024;12/04/2025;26/04/2025;01/05/2025;309
SDATOOL-6230;CIB;Media;109259;Media;3;2;20/02/2020;17/09/2020;07/10/2020;15/10/2020;238
SDATOOL-5089;ENG;Media;161676;Baja;7;4;30/04/2020;04/06/2021;12/06/2021;19/06/2021;415
SDATOOL-5625;RIC;Baja;284075;Alta;5;3;17/01/2025;11/11/2025;04/12/2025;10/12/2025;327
SDATOOL-9189;ENG;Media;165807;Alta;3;2;31/01/2020;03/10/2020;14/10/2020;20/10/2020;263
SDATOOL-6000;RCS;Alta;229511;Alta;8;2;01/08/2025;31/05/2026;28/06/2026;03/07/2026;336
SDATOOL-6795;CCS;Baja;134326;Media;3;3;11/11/2019;07/08/2020;31/08/2020;10/09/2020;304
SDATOOL-5245;GRM;Media;235970;Alta;8;2;21/02/2023;26/10/2023;07/11/2023;11/11/2023;263
SDATOOL-9182;FIN;Media;87561;Baja;10;2;30/12/2021;30/08/2022;13/09/2022;22/09/2022;266
SDATOOL-9083;RIC;Alta;94048;Baja;3;3;06/11/2024;26/06/2025;18/07/2025;20/07/2025;256
SDATOOL-8694;RCS;Media;137783;Baja;9;3;21/11/2025;27/11/2026;19/12/2026;29/12/2026;403
SDATOOL-3407;CCS;Media;122088;Media;7;2;13/01/2024;08/08/2024;29/08/2024;03/09/2024;234
SDATOOL-8849;FIN;Media;136900;Media;1;3;05/08/2021;06/04/2022;13/04/2022;21/04/2022;259
SDATOOL-5773;ENG;Media;104588;Baja;8;2;11/12/2020;08/08/2021;31/08/2021;07/09/2021;270
SDATOOL-6433;ENG;Baja;225966;Alta;7;2;22/07/2021;29/04/2022;26/05/2022;27/05/2022;309
SDATOOL-6386;RIC;Media;107987;Baja;1;4;26/03/2023;20/02/2024;19/03/2024;21/03/2024;361
SDATOOL-4223;ENG;Alta;97336;Baja;2;3;23/07/2019;06/04/2020;03/05/2020;11/05/2020;293
SDATOOL-6972;ENG;Media;171500;Media;5;3;03/12/2019;30/09/2020;18/10/2020;22/10/2020;324
SDATOOL-4386;FIN;Media;88048;Media;1;2;10/06/2021;07/12/2021;20/12/2021;30/12/2021;203
SDATOOL-9069;ENG;Media;128929;Baja;9;3;11/07/2024;10/08/2025;27/08/2025;01/09/2025;417
SDATOOL-6784;CIB;Alta;28079;Media;1;1;21/12/2021;12/04/2022;07/05/2022;13/05/2022;143
SDATOOL-5899;GRM;Alta;188770;Media;3;4;04/05/2024;24/04/2025;13/05/2025;22/05/2025;383
SDATOOL-7443;FIN;Alta;194287;Media;2;4;01/03/2019;21/02/2020;12/03/2020;22/03/2020;387
SDATOOL-7740;FIN;Media;260557;Media;7;4;08/04/2023;08/05/2024;27/05/2024;01/06/2024;420
SDATOOL-7105;GRM;Baja;81562;Baja;8;2;01/04/2023;07/11/2023;22/11/2023;24/11/2023;237
SDATOOL-5466;ENG;Media;208380;Alta;1;3;07/09/2024;06/07/2025;18/07/2025;23/07/2025;319
SDATOOL-3283;CCS;Media;87707;Baja;3;3;08/04/2024;18/12/2024;29/12/2024;02/01/2025;269
SDATOOL-8653;CCS;Alta;135026;Media;8;2;07/10/2020;12/10/2021;20/10/2021;30/10/2021;388
SDATOOL-9247;FIN;Baja;131018;Baja;2;4;22/09/2022;24/08/2023;03/09/2023;05/09/2023;348
SDATOOL-6814;GRM;Alta;72318;Baja;1;3;21/10/2021;24/06/2022;10/07/2022;17/07/2022;269
SDATOOL-2549;RIC;Baja;494924;Alta;10;4;02/12/2022;07/05/2024;14/05/2024;15/05/2024;530
SDATOOL-2050;GRM;Media;363687;Alta;9;3;21/06/2020;25/06/2021;09/07/2021;11/07/2021;385
SDATOOL-3221;GRM;Media;166135;Media;4;3;08/11/2023;20/07/2024;04/08/2024;12/08/2024;278
SDATOOL-1685;FIN;Alta;103253;Alta;8;1;05/12/2019;23/09/2020;12/10/2020;18/10/2020;318
SDATOOL-2860;ENG;Baja;274960;Media;9;4;09/06/2025;26/08/2026;06/09/2026;13/09/2026;461
SDATOOL-5464;CIB;Media;184808;Media;7;3;21/06/2025;21/05/2026;05/06/2026;15/06/2026;359
SDATOOL-9123;RIC;Media;61828;Baja;4;2;20/03/2023;20/08/2023;16/09/2023;22/09/2023;186
SDATOOL-3385;T&C;Baja;156447;Baja;9;3;02/06/2024;07/05/2025;22/05/2025;23/05/2025;355
SDATOOL-4550;CCS;Baja;90387;Media;4;2;31/05/2025;09/12/2025;04/01/2026;06/01/2026;220
SDATOOL-8338;T&C;Media;127362;Baja;7;3;01/04/2024;16/01/2025;04/02/2025;13/02/2025;318
SDATOOL-3048;ENG;Alta;72942;Alta;2;1;22/07/2021;02/01/2022;28/01/2022;07/02/2022;200
SDATOOL-5327;RIC;Alta;23075;Baja;5;1;05/11/2021;24/02/2022;19/03/2022;26/03/2022;141
SDATOOL-4396;GRM;Alta;154749;Alta;3;2;23/04/2025;07/12/2025;22/12/2025;01/01/2026;253
SDATOOL-3013;CIB;Baja;217842;Media;9;3;17/02/2021;08/01/2022;29/01/2022;31/01/2022;348
SDATOOL-6613;T&C;Alta;509627;Alta;10;4;06/12/2024;26/04/2026;04/05/2026;10/05/2026;520
SDATOOL-6923;RCS;Baja;123885;Media;7;2;08/11/2025;03/08/2026;27/08/2026;28/08/2026;293
SDATOOL-7210;GRM;Alta;298601;Media;10;4;19/07/2024;24/09/2025;20/10/2025;30/10/2025;468
SDATOOL-2977;RCS;Media;191860;Media;6;3;10/06/2020;19/06/2021;10/07/2021;16/07/2021;401
SDATOOL-6657;CCS;Baja;264025;Alta;10;2;07/08/2025;02/05/2026;19/05/2026;26/05/2026;292
SDATOOL-6231;FIN;Alta;58942;Baja;2;2;05/03/2021;21/08/2021;06/09/2021;08/09/2021;187
SDATOOL-3691;GRM;Alta;84355;Baja;9;2;02/03/2023;12/01/2024;25/01/2024;27/01/2024;331
SDATOOL-7931;GRM;Baja;214225;Alta;8;2;25/06/2020;18/05/2021;08/06/2021;15/06/2021;355
SDATOOL-2372;GRM;Alta;202340;Media;7;3;28/09/2021;21/07/2022;02/08/2022;12/08/2022;318
SDATOOL-9137;FIN;Alta;125727;Media;1;3;20/11/2022;04/08/2023;02/09/2023;09/09/2023;293
SDATOOL-6704;ENG;Media;139345;Baja;7;3;26/10/2025;11/10/2026;06/11/2026;07/11/2026;377
SDATOOL-5087;ENG;Media;136668;Media;8;2;09/11/2022;31/07/2023;25/08/2023;31/08/2023;295
SDATOOL-2813;ENG;Media;216654;Media;10;3;02/07/2023;10/09/2024;09/10/2024;10/10/2024;466
SDATOOL-6796;RIC;Media;128232;Baja;7;3;23/07/2019;28/05/2020;26/06/2020;04/07/2020;347
SDATOOL-2955;ENG;Alta;59905;Media;2;1;27/08/2023;30/01/2024;15/02/2024;17/02/2024;174
SDATOOL-4765;T&C;Media;148010;Media;3;3;14/08/2019;25/05/2020;16/06/2020;19/06/2020;310
SDATOOL-1994;ENG;Media;155945;Media;10;2;03/12/2025;13/09/2026;08/10/2026;14/10/2026;315
SDATOOL-5418;GRM;Media;33314;Baja;5;1;03/05/2022;02/07/2022;19/07/2022;27/07/2022;85
SDATOOL-6385;CIB;Alta;120805;Baja;7;3;31/12/2019;24/11/2020;11/12/2020;15/12/2020;350
SDATOOL-1113;T&C;Baja;234409;Alta;8;2;22/12/2024;30/09/2025;19/10/2025;29/10/2025;311
SDATOOL-9068;RCS;Media;49697;Media;4;1;14/10/2023;16/01/2024;03/02/2024;08/02/2024;117
SDATOOL-6678;RCS;Baja;65943;Baja;3;2;05/11/2024;27/04/2025;12/05/2025;20/05/2025;196
SDATOOL-4099;ENG;Media;178227;Media;1;4;28/03/2020;29/04/2021;11/05/2021;16/05/2021;414
SDATOOL-8818;RCS;Alta;138747;Alta;1;2;27/07/2021;12/03/2022;05/04/2022;08/04/2022;255
SDATOOL-1001;CIB;Alta;362818;Alta;10;3;20/12/2021;20/02/2023;19/03/2023;22/03/2023;457
SDATOOL-9371;ENG;Alta;308874;Alta;6;3;29/04/2024;04/05/2025;17/05/2025;26/05/2025;392
SDATOOL-1901;RIC;Media;210645;Media;10;3;11/11/2025;27/10/2026;23/11/2026;02/12/2026;386
SDATOOL-8060;CCS;Alta;116893;Baja;7;3;14/04/2021;26/03/2022;16/04/2022;20/04/2022;371
SDATOOL-5665;ENG;Baja;78274;Alta;2;1;10/07/2020;28/10/2020;17/11/2020;26/11/2020;139
SDATOOL-7617;CCS;Media;63674;Media;3;1;30/12/2024;15/03/2025;01/04/2025;07/04/2025;98
SDATOOL-3373;RCS;Media;213380;Media;9;3;24/05/2021;27/04/2022;06/05/2022;11/05/2022;352
SDATOOL-9529;CIB;Baja;100645;Alta;5;1;10/03/2024;02/07/2024;19/07/2024;23/07/2024;135
SDATOOL-4697;CCS;Media;98017;Baja;10;2;28/02/2019;07/12/2019;30/12/2019;03/01/2020;309
SDATOOL-6165;RCS;Alta;185785;Alta;4;2;30/06/2021;15/02/2022;11/03/2022;12/03/2022;255
SDATOOL-7213;FIN;Alta;69198;Media;1;2;20/10/2024;12/06/2025;27/06/2025;30/06/2025;253
SDATOOL-6528;RCS;Media;157894;Media;4;3;30/12/2021;26/09/2022;13/10/2022;23/10/2022;297
SDATOOL-3287;GRM;Media;84776;Media;3;2;19/02/2019;06/09/2019;01/10/2019;03/10/2019;226
SDATOOL-8650;CIB;Media;98490;Baja;7;2;23/04/2020;15/12/2020;26/12/2020;02/01/2021;254
SDATOOL-7204;FIN;Media;105183;Alta;9;1;11/08/2025;12/04/2026;24/04/2026;26/04/2026;258
SDATOOL-5735;ENG;Media;248952;Media;7;4;08/08/2020;31/10/2021;19/11/2021;27/11/2021;476
SDATOOL-6991;FIN;Baja;53145;Baja;2;2;08/10/2020;24/03/2021;18/04/2021;20/04/2021;194
SDATOOL-7005;CCS;Media;188686;Media;6;3;06/04/2020;15/02/2021;07/03/2021;15/03/2021;343
SDATOOL-8889;RCS;Media;116171;Media;4;2;02/10/2023;28/03/2024;05/04/2024;10/04/2024;191
SDATOOL-2388;CCS;Baja;67388;Media;10;1;13/05/2021;28/10/2021;18/11/2021;22/11/2021;193
SDATOOL-3560;T&C;Baja;77921;Baja;1;3;20/11/2020;01/07/2021;27/07/2021;06/08/2021;259
SDATOOL-9838;ENG;Media;89173;Alta;5;1;12/11/2019;16/04/2020;05/05/2020;12/05/2020;182
SDATOOL-8289;ENG;Baja;200792;Media;4;4;13/06/2025;28/06/2026;26/07/2026;03/08/2026;416
SDATOOL-8353;ENG;Alta;155175;Media;3;3;17/09/2025;10/07/2026;06/08/2026;13/08/2026;330
SDATOOL-8956;CIB;Media;101055;Media;4;2;07/05/2019;09/11/2019;30/11/2019;04/12/2019;211
SDATOOL-3264;FIN;Media;195445;Media;7;3;17/02/2020;24/01/2021;07/02/2021;10/02/2021;359
SDATOOL-3173;FIN;Baja;49114;Baja;2;2;24/08/2023;25/01/2024;20/02/2024;23/02/2024;183
SDATOOL-1929;RIC;Alta;116255;Baja;7;3;11/01/2020;15/11/2020;01/12/2020;02/12/2020;326
SDATOOL-1415;ENG;Media;206779;Alta;7;2;27/06/2024;24/05/2025;06/06/2025;08/06/2025;346
SDATOOL-9320;RIC;Alta;349952;Alta;4;4;26/10/2025;26/11/2026;13/12/2026;18/12/2026;418
SDATOOL-3989;FIN;Media;101091;Media;4;2;27/10/2025;12/04/2026;04/05/2026;11/05/2026;196
SDATOOL-5985;CIB;Alta;112639;Baja;6;3;29/05/2024;10/04/2025;28/04/2025;02/05/2025;338
SDATOOL-8743;T&C;Media;155287;Media;3;3;31/10/2022;16/07/2023;03/08/2023;13/08/2023;286
SDATOOL-9726;CIB;Baja;72980;Baja;6;2;20/08/2023;27/04/2024;05/05/2024;14/05/2024;268
