Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-6979;FIN;Media;133327;Baja;6;3;28/03/2022;09/03/2023;24/03/2023;27/03/2023;363
SDATOOL-8365;CCS;Alta;44807;Baja;8;1;19/09/2022;20/02/2023;13/03/2023;18/03/2023;179
SDATOOL-4181;ENG;Alta;63833;Media;7;1;02/12/2020;14/06/2021;05/07/2021;15/07/2021;224
SDATOOL-4731;GRM;Baja;422147;Alta;7;4;09/12/2021;04/05/2023;27/05/2023;30/05/2023;537
SDATOOL-6792;T&C;Media;210346;Media;8;3;31/10/2022;17/10/2023;29/10/2023;03/11/2023;367
SDATOOL-4476;RCS;Media;244585;Alta;9;2;15/12/2019;12/10/2020;08/11/2020;11/11/2020;331
SDATOOL-1645;GRM;Baja;367236;Alta;10;3;29/01/2019;22/03/2020;06/04/2020;16/04/2020;442
SDATOOL-8470;FIN;Baja;290905;Alta;2;4;29/09/2019;26/10/2020;03/11/2020;10/11/2020;408
SDATOOL-1802;ENG;Media;92864;Media;4;2;21/07/2022;15/01/2023;08/02/2023;12/02/2023;205
SDATOOL-1850;FIN;Baja;196834;Baja;10;4;15/12/2020;15/03/2022;07/04/2022;15/04/2022;486
SDATOOL-8086;CCS;Media;199441;Media;9;3;15/12/2022;14/01/2024;01/02/2024;07/02/2024;418
SDATOOL-3124;CCS;Media;154439;Media;10;2;07/03/2020;16/11/2020;03/12/2020;06/12/2020;273
SDATOOL-8758;ENG;Media;141247;Media;9;2;24/08/2019;04/06/2020;25/06/2020;29/06/2020;309
SDATOOL-9605;FIN;Media;57709;Media;4;1;12/08/2024;07/12/2024;15/12/2024;22/12/2024;131
SDATOOL-7178;RIC;Media;266794;Alta;4;3;30/01/2023;20/11/2023;19/12/2023;23/12/2023;326
SDATOOL-2741;FIN;Media;177081;Media;6;3;28/03/2020;15/02/2021;27/02/2021;06/03/2021;342
SDATOOL-9551;RIC;Media;98484;Baja;8;2;31/12/2022;01/09/2023;13/09/2023;18/09/2023;260
SDATOOL-6570;CCS;Media;43833;Media;1;1;20/03/2025;11/06/2025;07/07/2025;17/07/2025;118
SDATOOL-6669;FIN;Baja;77837;Media;2;2;03/11/2022;16/05/2023;10/06/2023;16/06/2023;224
SDATOOL-7648;CCS;Alta;302352;Alta;6;3;26/10/2023;20/10/2024;05/11/2024;06/11/2024;376
SDATOOL-2091;CIB;Alta;211501;Media;9;3;11/06/2022;02/06/2023;09/06/2023;18/06/2023;371
SDATOOL-2591;T&C;Alta;50869;Baja;1;2;08/07/2023;09/02/2024;02/03/2024;03/03/2024;238
SDATOOL-5109;CIB;Media;272620;Alta;4;3;01/01/2019;06/03/2019;04/04/2019;13/04/2019;102
SDATOOL-5886;CCS;Alta;208124;Media;9;3;01/01/2019;19/09/2019;03/10/2019;05/10/2019;277
SDATOOL-6770;T&C;Media;140873;Alta;2;2;05/07/2019;24/02/2020;16/03/2020;20/03/2020;258
SDATOOL-2508;CIB;Baja;83007;Media;3;2;26/04/2024;27/11/2024;09/12/2024;17/12/2024;234
SDATOOL-3478;RIC;Media;276003;Alta;4;3;06/06/2023;08/04/2024;21/04/2024;29/04/2024;327
SDATOOL-7795;T&C;Alta;55770;Alta;1;1;20/05/2022;17/11/2022;02/12/2022;07/12/2022;200
SDATOOL-1057;ENG;Alta;309925;Media;10;4;08/01/2021;07/06/2022;04/07/2022;07/07/2022;545
SDATOOL-7803;CCS;Alta;172023;Media;4;3;15/12/2022;09/09/2023;06/10/2023;15/10/2023;303
SDATOOL-6427;RIC;Media;57690;Media;7;1;27/09/2019;05/03/2020;25/03/2020;28/03/2020;182
SDATOOL-8690;FIN;Baja;230748;Media;10;3;09/10/2019;28/10/2020;22/11/2020;25/11/2020;412
SDATOOL-3184;RIC;Alta;172361;Media;6;3;09/06/2020;19/04/2021;05/05/2021;08/05/2021;332
SDATOOL-7902;T&C;Media;128593;Media;1;3;25/09/2020;16/07/2021;28/07/2021;01/08/2021;309
SDATOOL-4020;RIC;Media;92183;Media;1;2;01/01/2019;03/06/2019;17/06/2019;26/06/2019;176
SDATOOL-2291;T&C;Alta;86388;Baja;5;2;18/06/2022;04/02/2023;17/02/2023;25/02/2023;251
SDATOOL-1895;CCS;Baja;226585;Alta;9;2;16/01/2019;19/11/2019;29/11/2019;01/12/2019;318
SDATOOL-1882;ENG;Media;83235;Media;3;2;13/08/2020;19/02/2021;18/03/2021;28/03/2021;226
SDATOOL-7435;RCS;Alta;80358;Media;2;2;01/01/2019;22/01/2019;14/02/2019;20/02/2019;50
SDATOOL-8890;FIN;Media;182283;Baja;8;4;22/08/2019;23/08/2020;02/09/2020;12/09/2020;387
SDATOOL-7021;GRM;Alta;223892;Media;4;4;19/07/2019;11/08/2020;02/09/2020;08/09/2020;417
SDATOOL-5648;ENG;Media;92055;Baja;10;2;19/10/2019;13/05/2020;08/06/2020;17/06/2020;241
SDATOOL-4328;CIB;Baja;175850;Media;1;4;28/01/2024;22/01/2025;20/02/2025;25/02/2025;394
SDATOOL-9018;RCS;Baja;264139;Alta;10;2;17/05/2024;18/02/2025;14/03/2025;23/03/2025;309
SDATOOL-6525;T&C;Alta;50596;Media;7;1;05/12/2019;28/04/2020;26/05/2020;04/06/2020;181
SDATOOL-2805;FIN;Alta;243838;Alta;9;2;08/10/2022;30/06/2023;28/07/2023;04/08/2023;299
SDATOOL-1356;CCS;Baja;148446;Media;10;2;30/10/2023;17/08/2024;10/09/2024;14/09/2024;319
SDATOOL-8292;ENG;Media;200801;Alta;7;2;01/01/2019;29/05/2019;18/06/2019;28/06/2019;178
SDATOOL-6452;RCS;Alta;179536;Media;5;3;21/09/2022;22/06/2023;21/07/2023;29/07/2023;310
SDATOOL-7815;FIN;Alta;132256;Baja;9;3;15/09/2019;09/08/2020;18/08/2020;28/08/2020;347
SDATOOL-4491;FIN;Media;157781;Media;3;3;11/12/2021;03/09/2022;30/09/2022;10/10/2022;302
SDATOOL-5725;FIN;Media;69379;Media;7;1;10/07/2024;19/12/2024;14/01/2025;21/01/2025;194
SDATOOL-5252;GRM;Baja;89788;Baja;7;2;19/07/2023;23/04/2024;07/05/2024;09/05/2024;294
SDATOOL-6040;FIN;Alta;138353;Baja;7;3;23/05/2023;23/04/2024;08/05/2024;12/05/2024;354
SDATOOL-9223;CIB;Alta;182551;Media;6;3;19/02/2019;16/02/2020;14/03/2020;18/03/2020;392
SDATOOL-3786;RIC;Media;126814;Media;8;2;24/08/2023;13/06/2024;11/07/2024;20/07/2024;330
SDATOOL-3299;RCS;Media;96082;Media;2;2;26/04/2021;14/10/2021;21/10/2021;25/10/2021;181
SDATOOL-2858;FIN;Media;39808;Media;4;1;09/04/2021;22/07/2021;05/08/2021;14/08/2021;126
SDATOOL-2953;RCS;Media;331314;Alta;7;3;17/08/2024;02/09/2025;09/09/2025;12/09/2025;390
SDATOOL-5026;FIN;Baja;98733;Baja;7;2;19/11/2019;13/07/2020;07/08/2020;13/08/2020;267
SDATOOL-7556;GRM;Media;109727;Media;1;3;05/07/2019;13/03/2020;07/04/2020;09/04/2020;278
SDATOOL-3406;RIC;Baja;71731;Media;7;1;14/04/2023;24/08/2023;14/09/2023;16/09/2023;154
SDATOOL-5153;FIN;Media;142304;Baja;3;4;01/01/2019;21/11/2019;12/12/2019;20/12/2019;353
SDATOOL-2038;ENG;Baja;367084;Alta;9;3;01/09/2021;10/10/2022;04/11/2022;11/11/2022;435
SDATOOL-1348;FIN;Alta;33431;Baja;1;1;18/06/2020;24/09/2020;08/10/2020;15/10/2020;118
SDATOOL-2733;RCS;Media;234193;Alta;2;3;14/02/2021;06/12/2021;24/12/2021;25/12/2021;313
SDATOOL-9592;GRM;Alta;89492;Alta;3;1;17/07/2023;11/01/2024;09/02/2024;11/02/2024;208
SDATOOL-6133;RIC;Alta;222734;Media;10;3;12/07/2023;28/06/2024;05/07/2024;06/07/2024;359
SDATOOL-2986;T&C;Baja;89029;Baja;8;2;22/04/2024;13/11/2024;10/12/2024;13/12/2024;234
SDATOOL-3989;T&C;Alta;115364;Media;5;2;01/01/2019;07/02/2019;15/02/2019;16/02/2019;46
SDATOOL-1719;CIB;Media;162803;Media;4;3;06/04/2021;26/01/2022;09/02/2022;12/02/2022;311
SDATOOL-6702;ENG;Alta;209475;Media;3;4;03/08/2024;18/08/2025;11/09/2025;18/09/2025;411
SDATOOL-9456;FIN;Media;63080;Media;3;1;19/09/2019;27/11/2019;20/12/2019;27/12/2019;98
SDATOOL-5371;RCS;Media;149969;Baja;10;3;01/01/2019;09/04/2019;21/04/2019;30/04/2019;119
SDATOOL-5838;ENG;Alta;256973;Alta;10;2;22/07/2021;19/05/2022;07/06/2022;13/06/2022;325
SDATOOL-2384;T&C;Media;136798;Alta;2;2;18/05/2020;14/12/2020;25/12/2020;27/12/2020;222
SDATOOL-1417;FIN;Alta;75847;Media;2;2;15/11/2023;10/05/2024;02/06/2024;05/06/2024;202
SDATOOL-9568;CIB;Alta;232896;Alta;3;3;17/03/2023;19/02/2024;05/03/2024;08/03/2024;356
SDATOOL-5214;CCS;Media;161525;Alta;2;2;07/06/2024;13/01/2025;24/01/2025;03/02/2025;240
SDATOOL-7456;T&C;Media;152410;Media;3;3;05/01/2023;19/09/2023;17/10/2023;24/10/2023;291
SDATOOL-1535;RIC;Media;117773;Media;5;2;30/04/2021;03/11/2021;20/11/2021;22/11/2021;205
SDATOOL-4615;RCS;Alta;105682;Media;4;2;25/05/2022;19/01/2023;01/02/2023;06/02/2023;256
SDATOOL-7046;RCS;Media;204987;Media;8;3;21/03/2021;09/01/2022;21/01/2022;24/01/2022;308
SDATOOL-6192;FIN;Media;84651;Alta;5;1;30/03/2022;23/07/2022;01/08/2022;02/08/2022;124
SDATOOL-1074;FIN;Media;448016;Alta;8;4;01/01/2019;16/03/2020;04/04/2020;08/04/2020;463
SDATOOL-1209;FIN;Media;35123;Media;2;1;13/01/2025;30/03/2025;22/04/2025;29/04/2025;105
SDATOOL-8891;T&C;Media;69977;Media;1;2;02/02/2019;19/07/2019;12/08/2019;22/08/2019;200
SDATOOL-8296;FIN;Media;68293;Media;5;1;12/09/2020;04/01/2021;29/01/2021;31/01/2021;140
SDATOOL-5497;ENG;Alta;136196;Media;1;3;28/04/2020;28/02/2021;13/03/2021;17/03/2021;322
SDATOOL-7828;GRM;Alta;39028;Baja;3;1;12/03/2025;13/07/2025;04/08/2025;05/08/2025;145
SDATOOL-9189;CCS;Media;290069;Media;9;4;01/01/2019;06/06/2019;28/06/2019;30/06/2019;180
SDATOOL-1118;RCS;Baja;48464;Baja;8;1;30/05/2024;23/10/2024;18/11/2024;25/11/2024;178
SDATOOL-9740;FIN;Media;159836;Baja;5;4;12/12/2020;18/12/2021;25/12/2021;28/12/2021;381
SDATOOL-6667;ENG;Alta;97366;Baja;10;2;23/09/2023;11/08/2024;04/09/2024;09/09/2024;351
SDATOOL-1651;CCS;Alta;260112;Media;7;4;13/07/2021;16/08/2022;10/09/2022;13/09/2022;427
SDATOOL-8725;RIC;Baja;156336;Media;5;3;08/05/2019;05/02/2020;21/02/2020;27/02/2020;294
SDATOOL-3466;RCS;Media;36227;Media;2;1;01/05/2024;04/08/2024;19/08/2024;27/08/2024;117
SDATOOL-5872;FIN;Alta;113364;Baja;7;3;11/06/2021;01/05/2022;09/05/2022;13/05/2022;335
SDATOOL-6468;RCS;Media;153940;Media;5;3;16/10/2022;21/08/2023;03/09/2023;08/09/2023;326
SDATOOL-7504;FIN;Alta;194352;Media;6;3;29/01/2021;05/01/2022;14/01/2022;21/01/2022;356
SDATOOL-4470;ENG;Alta;277141;Alta;5;3;29/12/2022;14/11/2023;29/11/2023;04/12/2023;339
SDATOOL-8615;ENG;Media;73980;Media;9;1;15/10/2021;06/04/2022;27/04/2022;06/05/2022;202
SDATOOL-6351;RIC;Alta;139556;Alta;1;2;18/05/2019;06/02/2020;17/02/2020;26/02/2020;283
SDATOOL-7395;CCS;Media;238884;Alta;10;2;28/10/2023;30/09/2024;28/10/2024;29/10/2024;366
SDATOOL-3080;RCS;Media;199823;Media;8;3;04/01/2022;06/01/2023;24/01/2023;01/02/2023;392
SDATOOL-3419;RCS;Alta;240063;Alta;10;2;02/06/2023;09/03/2024;07/04/2024;10/04/2024;312
SDATOOL-2530;FIN;Media;88108;Baja;8;2;29/08/2022;11/04/2023;09/05/2023;13/05/2023;256
SDATOOL-1306;FIN;Media;138054;Media;7;2;01/01/2019;04/08/2019;20/08/2019;21/08/2019;232
SDATOOL-5518;RCS;Alta;120337;Baja;6;3;07/05/2022;12/02/2023;05/03/2023;11/03/2023;307
SDATOOL-6119;CIB;Alta;254015;Media;6;4;01/04/2021;12/05/2022;04/06/2022;09/06/2022;434
SDATOOL-1840;FIN;Baja;266565;Alta;5;3;14/07/2023;07/06/2024;14/06/2024;16/06/2024;337
SDATOOL-7756;ENG;Media;130687;Baja;9;3;20/10/2023;27/08/2024;25/09/2024;03/10/2024;348
SDATOOL-7732;RIC;Baja;164974;Alta;3;2;08/11/2022;02/07/2023;14/07/2023;20/07/2023;253
SDATOOL-1536;ENG;Media;139671;Baja;5;4;01/01/2019;10/04/2019;01/05/2019;07/05/2019;126
SDATOOL-7714;CCS;Media;80066;Baja;8;2;15/11/2022;08/06/2023;26/06/2023;02/07/2023;228
SDATOOL-1900;ENG;Baja;160604;Media;4;3;13/12/2019;23/09/2020;07/10/2020;13/10/2020;304
SDATOOL-3814;CIB;Alta;190895;Media;8;3;01/09/2019;21/08/2020;04/09/2020;07/09/2020;371
SDATOOL-2147;ENG;Alta;223772;Alta;8;2;11/03/2024;09/02/2025;08/03/2025;13/03/2025;366
SDATOOL-9284;CCS;Media;116613;Media;1;3;06/09/2024;27/05/2025;22/06/2025;30/06/2025;296
SDATOOL-6319;GRM;Baja;207200;Media;9;3;04/06/2023;15/07/2024;28/07/2024;05/08/2024;427
SDATOOL-8581;RCS;Baja;147316;Media;8;2;15/10/2023;20/06/2024;07/07/2024;17/07/2024;275
SDATOOL-2747;T&C;Media;88504;Baja;10;2;29/04/2019;28/02/2020;08/03/2020;11/03/2020;316
SDATOOL-3381;FIN;Media;37007;Baja;10;1;24/06/2020;10/12/2020;25/12/2020;03/01/2021;192
SDATOOL-8806;ENG;Media;136109;Alta;2;2;01/01/2019;03/02/2019;28/02/2019;05/03/2019;63
SDATOOL-3131;T&C;Baja;148040;Media;2;3;24/05/2021;08/03/2022;01/04/2022;08/04/2022;318
SDATOOL-2352;ENG;Media;80532;Baja;6;2;13/05/2024;14/11/2024;12/12/2024;22/12/2024;222
SDATOOL-3138;CCS;Media;123416;Media;8;2;04/07/2021;01/03/2022;11/03/2022;18/03/2022;256
SDATOOL-3816;RCS;Alta;161427;Media;10;2;04/09/2021;14/06/2022;05/07/2022;12/07/2022;310
SDATOOL-8082;T&C;Baja;196147;Alta;1;3;15/02/2021;07/12/2021;21/12/2021;30/12/2021;317
SDATOOL-7244;FIN;Media;82355;Baja;8;2;14/11/2021;21/07/2022;15/08/2022;17/08/2022;275
SDATOOL-6481;ENG;Media;36596;Baja;4;1;26/05/2020;31/07/2020;18/08/2020;24/08/2020;89
SDATOOL-9130;T&C;Media;175481;Alta;4;2;06/07/2024;27/01/2025;22/02/2025;27/02/2025;235
SDATOOL-4822;FIN;Media;213075;Media;10;3;13/11/2020;22/11/2021;09/12/2021;13/12/2021;394
SDATOOL-5433;ENG;Alta;217895;Alta;1;3;09/12/2022;18/12/2023;06/01/2024;12/01/2024;398
SDATOOL-9984;GRM;Media;123694;Alta;1;2;21/12/2019;10/07/2020;02/08/2020;08/08/2020;230
SDATOOL-9228;RCS;Media;43310;Media;2;1;26/04/2025;19/06/2025;07/07/2025;14/07/2025;78
SDATOOL-2036;FIN;Alta;317658;Alta;7;3;02/02/2022;04/03/2023;25/03/2023;30/03/2023;420
SDATOOL-3932;T&C;Alta;58493;Baja;4;2;18/05/2020;13/12/2020;23/12/2020;29/12/2020;224
SDATOOL-8282;RCS;Baja;48774;Media;4;1;30/04/2020;06/08/2020;30/08/2020;06/09/2020;128
SDATOOL-5130;ENG;Media;65163;Baja;2;2;02/12/2022;12/05/2023;03/06/2023;10/06/2023;189
SDATOOL-5769;CCS;Media;214124;Alta;8;2;15/11/2024;08/08/2025;01/09/2025;03/09/2025;291
SDATOOL-2765;CCS;Alta;121742;Media;5;2;03/06/2019;27/12/2019;03/01/2020;06/01/2020;216
SDATOOL-2076;RIC;Media;243048;Alta;3;3;07/03/2023;18/01/2024;06/02/2024;07/02/2024;336
SDATOOL-2763;ENG;Baja;186012;Media;6;3;04/02/2021;28/12/2021;12/01/2022;18/01/2022;347
SDATOOL-3024;FIN;Media;234764;Media;6;4;10/10/2023;30/11/2024;24/12/2024;28/12/2024;445
SDATOOL-8473;FIN;Media;167109;Media;4;3;25/09/2019;19/06/2020;03/07/2020;05/07/2020;283
SDATOOL-5511;GRM;Media;95659;Media;1;2;30/08/2023;20/02/2024;07/03/2024;14/03/2024;196
SDATOOL-9946;RIC;Media;326571;Alta;7;3;09/03/2021;07/04/2022;19/04/2022;26/04/2022;412
SDATOOL-4528;CIB;Alta;113919;Alta;9;1;22/07/2019;14/05/2020;28/05/2020;31/05/2020;313
SDATOOL-4683;RIC;Media;105831;Media;5;2;07/08/2023;14/03/2024;26/03/2024;28/03/2024;233
SDATOOL-2753;GRM;Alta;41501;Baja;8;1;19/06/2020;15/12/2020;26/12/2020;03/01/2021;197
SDATOOL-6080;CCS;Alta;222682;Media;10;3;02/12/2023;05/11/2024;04/12/2024;07/12/2024;370
SDATOOL-1068;ENG;Media;177989;Media;7;3;27/06/2022;26/07/2023;05/08/2023;12/08/2023;410
SDATOOL-1537;FIN;Media;318355;Alta;7;3;06/01/2019;16/01/2020;29/01/2020;03/02/2020;392
SDATOOL-2098;RIC;Alta;163717;Media;5;3;01/09/2022;04/06/2023;23/06/2023;01/07/2023;302
SDATOOL-2067;GRM;Media;303656;Media;10;4;19/08/2021;13/12/2022;05/01/2023;09/01/2023;508
SDATOOL-3540;FIN;Media;72842;Baja;5;2;27/01/2025;05/07/2025;24/07/2025;03/08/2025;187
SDATOOL-1205;RCS;Media;102360;Media;5;2;30/05/2020;02/12/2020;29/12/2020;03/01/2021;217
SDATOOL-5533;FIN;Media;130864;Baja;4;4;01/07/2019;22/06/2020;04/07/2020;10/07/2020;375
SDATOOL-9823;FIN;Baja;338729;Alta;4;4;09/04/2019;15/04/2020;26/04/2020;02/05/2020;389
SDATOOL-1605;FIN;Media;156473;Baja;10;3;05/07/2020;26/06/2021;25/07/2021;03/08/2021;393
SDATOOL-2685;RIC;Alta;251379;Alta;4;3;29/05/2023;12/03/2024;07/04/2024;15/04/2024;321
SDATOOL-9751;T&C;Baja;141257;Baja;10;3;11/05/2024;09/05/2025;30/05/2025;09/06/2025;393
SDATOOL-3185;T&C;Alta;117754;Media;6;2;08/03/2024;24/11/2024;11/12/2024;21/12/2024;287
SDATOOL-4768;FIN;Baja;212889;Media;10;3;01/01/2019;28/10/2019;07/11/2019;17/11/2019;320
SDATOOL-8531;ENG;Alta;82964;Baja;4;2;20/08/2024;13/04/2025;30/04/2025;03/05/2025;255
SDATOOL-4370;CCS;Alta;87585;Baja;2;3;18/12/2022;04/08/2023;20/08/2023;30/08/2023;254
SDATOOL-4318;T&C;Baja;370262;Alta;9;3;23/09/2020;18/11/2021;17/12/2021;20/12/2021;452
SDATOOL-9184;ENG;Alta;139159;Baja;10;3;01/01/2019;14/12/2019;27/12/2019;03/01/2020;367
SDATOOL-5425;RCS;Alta;103700;Baja;4;3;02/12/2019;15/08/2020;22/08/2020;30/08/2020;271
SDATOOL-6808;ENG;Media;76796;Baja;8;2;29/03/2020;14/10/2020;08/11/2020;12/11/2020;227
SDATOOL-3085;ENG;Media;29741;Baja;4;1;18/01/2021;30/03/2021;18/04/2021;26/04/2021;97
SDATOOL-1913;RIC;Alta;109917;Media;5;2;22/09/2019;23/03/2020;17/04/2020;20/04/2020;210
SDATOOL-2057;ENG;Media;143767;Media;2;3;05/02/2021;22/12/2021;03/01/2022;06/01/2022;334
SDATOOL-4598;ENG;Alta;199627;Baja;10;4;01/01/2019;01/05/2019;18/05/2019;28/05/2019;147
SDATOOL-9762;CIB;Baja;84460;Media;2;2;18/12/2024;17/06/2025;08/07/2025;09/07/2025;202
SDATOOL-1236;RCS;Baja;311332;Alta;3;4;29/12/2022;07/02/2024;07/03/2024;17/03/2024;444
SDATOOL-5767;CCS;Alta;60715;Media;10;1;08/10/2022;19/05/2023;27/05/2023;28/05/2023;231
SDATOOL-1110;RIC;Media;259038;Media;8;4;14/12/2023;16/03/2025;31/03/2025;05/04/2025;478
SDATOOL-1687;CIB;Alta;76496;Alta;2;1;06/10/2022;22/04/2023;09/05/2023;15/05/2023;220
SDATOOL-4507;GRM;Alta;228637;Alta;9;2;23/02/2020;19/01/2021;01/02/2021;11/02/2021;353
SDATOOL-2627;T&C;Alta;130270;Media;2;3;13/10/2024;25/06/2025;16/07/2025;25/07/2025;284
SDATOOL-5281;FIN;Baja;142147;Alta;2;2;06/10/2020;20/05/2021;07/06/2021;15/06/2021;251
SDATOOL-8029;RIC;Media;267229;Alta;5;3;13/11/2020;10/09/2021;29/09/2021;06/10/2021;326
SDATOOL-7578;FIN;Media;126249;Media;7;2;03/01/2022;21/09/2022;06/10/2022;10/10/2022;279
SDATOOL-5753;ENG;Alta;112756;Baja;6;3;14/05/2022;27/02/2023;20/03/2023;22/03/2023;311
SDATOOL-1113;GRM;Media;128029;Baja;8;3;10/09/2023;04/08/2024;29/08/2024;04/09/2024;359
SDATOOL-7545;RIC;Alta;103555;Media;5;2;16/03/2024;15/09/2024;04/10/2024;07/10/2024;204
SDATOOL-1551;ENG;Media;131965;Media;1;3;10/01/2020;01/11/2020;15/11/2020;16/11/2020;310
SDATOOL-5535;FIN;Media;168959;Alta;3;2;08/09/2020;03/04/2021;13/04/2021;23/04/2021;226
SDATOOL-7369;CCS;Media;103613;Baja;4;3;08/03/2023;27/10/2023;17/11/2023;22/11/2023;258
SDATOOL-9506;FIN;Alta;35483;Baja;2;1;01/01/2019;13/03/2019;29/03/2019;30/03/2019;88
SDATOOL-2645;FIN;Alta;140247;Media;9;2;15/10/2020;04/10/2021;26/10/2021;01/11/2021;381
SDATOOL-5053;RCS;Alta;275664;Media;8;4;03/09/2022;07/12/2023;02/01/2024;12/01/2024;496
SDATOOL-5250;RIC;Baja;85945;Baja;9;2;12/04/2019;20/12/2019;16/01/2020;23/01/2020;285
SDATOOL-6976;GRM;Baja;366394;Alta;10;3;16/07/2020;15/07/2021;01/08/2021;11/08/2021;390
SDATOOL-1728;CCS;Media;113347;Media;1;3;16/06/2023;05/04/2024;30/04/2024;07/05/2024;325
SDATOOL-8368;RIC;Media;27952;Baja;7;1;17/05/2019;26/10/2019;04/11/2019;09/11/2019;175
SDATOOL-4200;FIN;Media;248679;Alta;4;3;19/06/2020;06/05/2021;26/05/2021;30/05/2021;344
SDATOOL-2163;T&C;Baja;103285;Baja;10;2;06/10/2021;03/05/2022;27/05/2022;03/06/2022;239
SDATOOL-7412;RCS;Alta;124235;Media;8;2;28/01/2019;24/11/2019;22/12/2019;31/12/2019;336
SDATOOL-7434;RIC;Alta;200966;Media;3;4;01/01/2019;13/12/2019;08/01/2020;11/01/2020;375
SDATOOL-7387;CCS;Baja;184614;Media;7;3;01/01/2019;20/01/2019;02/02/2019;03/02/2019;33
SDATOOL-9500;RCS;Baja;111597;Media;5;2;19/03/2024;22/09/2024;05/10/2024;11/10/2024;205
SDATOOL-3068;RCS;Media;245036;Media;7;4;13/11/2022;10/01/2024;05/02/2024;12/02/2024;456
SDATOOL-4733;GRM;Media;105099;Media;3;2;17/10/2021;10/05/2022;23/05/2022;24/05/2022;218
SDATOOL-8137;FIN;Alta;134645;Media;6;2;23/11/2019;04/08/2020;01/09/2020;04/09/2020;285
SDATOOL-4446;RIC;Alta;142254;Media;10;2;14/02/2020;15/12/2020;22/12/2020;23/12/2020;312
SDATOOL-5479;GRM;Media;224636;Alta;8;2;07/01/2024;03/11/2024;28/11/2024;07/12/2024;334
SDATOOL-1321;RIC;Alta;63381;Media;9;1;14/02/2020;15/09/2020;10/10/2020;12/10/2020;240
SDATOOL-1328;FIN;Media;139863;Media;2;3;22/04/2021;12/01/2022;09/02/2022;13/02/2022;296
SDATOOL-3798;CCS;Media;193026;Media;2;4;01/10/2019;13/09/2020;21/09/2020;30/09/2020;365
SDATOOL-9238;FIN;Baja;43565;Baja;7;1;26/01/2021;23/04/2021;14/05/2021;19/05/2021;112
SDATOOL-4179;FIN;Media;75424;Baja;5;2;20/09/2022;05/03/2023;17/03/2023;23/03/2023;183
SDATOOL-3374;ENG;Alta;98526;Alta;8;1;11/08/2022;20/05/2023;06/06/2023;09/06/2023;301
SDATOOL-3879;GRM;Alta;131979;Media;7;2;10/07/2024;18/03/2025;03/04/2025;13/04/2025;276
SDATOOL-6869;T&C;Media;124485;Alta;9;1;17/03/2019;18/08/2019;31/08/2019;04/09/2019;170
SDATOOL-5752;RCS;Baja;214354;Alta;2;3;20/11/2022;19/09/2023;04/10/2023;09/10/2023;322
SDATOOL-5113;CCS;Baja;76374;Baja;5;2;13/09/2021;05/02/2022;25/02/2022;27/02/2022;166
SDATOOL-5049;RCS;Media;79016;Alta;4;1;15/06/2022;26/10/2022;07/11/2022;08/11/2022;145
SDATOOL-7482;ENG;Media;74665;Media;9;1;21/03/2022;23/10/2022;06/11/2022;12/11/2022;235
SDATOOL-6184;FIN;Media;226590;Media;6;4;28/10/2019;22/01/2021;05/02/2021;10/02/2021;471
SDATOOL-1283;CCS;Media;134470;Alta;10;1;01/01/2019;03/08/2019;26/08/2019;01/09/2019;243
SDATOOL-4381;ENG;Media;158352;Alta;3;2;13/01/2020;29/09/2020;06/10/2020;14/10/2020;274
SDATOOL-1223;ENG;Baja;415047;Alta;7;4;27/02/2021;23/06/2022;21/07/2022;23/07/2022;511
SDATOOL-5294;FIN;Alta;100828;Baja;10;2;21/01/2019;08/10/2019;21/10/2019;29/10/2019;280
SDATOOL-4919;RIC;Media;328956;Alta;7;3;21/06/2019;10/06/2020;18/06/2020;21/06/2020;365
SDATOOL-7026;FIN;Baja;93084;Baja;1;3;28/01/2019;07/10/2019;16/10/2019;25/10/2019;269
SDATOOL-3506;CCS;Baja;323469;Alta;3;4;10/10/2021;01/12/2022;11/12/2022;18/12/2022;434
SDATOOL-2904;T&C;Alta;371246;Alta;9;3;31/10/2020;06/12/2021;25/12/2021;31/12/2021;425
SDATOOL-9270;FIN;Alta;128763;Media;2;3;06/08/2021;19/04/2022;26/04/2022;01/05/2022;267
SDATOOL-3968;ENG;Baja;159048;Media;1;4;15/08/2022;12/09/2023;26/09/2023;27/09/2023;408
SDATOOL-4095;CCS;Baja;132933;Media;1;3;15/12/2019;08/09/2020;28/09/2020;04/10/2020;293
SDATOOL-6712;ENG;Media;107815;Media;3;2;12/01/2025;10/07/2025;24/07/2025;30/07/2025;198
SDATOOL-2328;CCS;Media;45319;Baja;1;2;01/05/2022;29/10/2022;12/11/2022;15/11/2022;197
SDATOOL-4496;RIC;Media;115209;Media;7;2;23/10/2020;15/07/2021;23/07/2021;01/08/2021;281
SDATOOL-6014;ENG;Alta;111761;Media;6;2;06/01/2020;03/12/2020;19/12/2020;23/12/2020;351
SDATOOL-4957;FIN;Alta;109220;Media;4;2;11/08/2022;08/02/2023;07/03/2023;15/03/2023;215
SDATOOL-9824;T&C;Media;236210;Alta;8;2;15/04/2024;24/12/2024;14/01/2025;18/01/2025;277
