Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-3252,RIC,Baja,"151,268",Baja,5,23/11/2019,24/02/2020,20/02/2020,08/03/2020,16/03/2020,114
SDATOOL-2824,CIB,Alta,"158,971",Media,5,09/09/2020,26/02/2021,19/01/2021,30/01/2021,01/02/2021,145
SDATOOL-5103,T&C,Media,"108,487",Baja,4,05/05/2025,24/07/2025,30/07/2025,12/08/2025,22/08/2025,109
SDATOOL-1895,T&C,Baja,"126,012",Baja,2,02/01/2025,14/03/2025,13/03/2025,20/03/2025,23/03/2025,80
SDATOOL-1866,GRM,Media,"181,963",Media,7,13/02/2023,25/07/2023,16/07/2023,10/08/2023,11/08/2023,179
SDATOOL-4212,RIC,Baja,"262,938",Alta,4,01/01/2019,12/11/2019,20/05/2019,01/06/2019,02/06/2019,152
SDATOOL-2872,CCS,Media,"105,239",Baja,3,29/04/2021,22/07/2021,16/06/2021,15/07/2021,20/07/2021,82
SDATOOL-5069,CIB,Alta,"228,412",Media,9,07/05/2021,31/01/2022,18/01/2022,14/02/2022,17/02/2022,286
SDATOOL-4977,ENG,Media,"148,391",Media,4,26/02/2021,27/08/2021,14/08/2021,07/09/2021,16/09/2021,202
SDATOOL-6401,T&C,Baja,"213,168",Media,5,27/10/2020,02/07/2021,08/06/2021,21/06/2021,01/07/2021,247
SDATOOL-7824,RIC,Alta,"202,341",Media,2,19/03/2019,19/11/2019,11/11/2019,30/11/2019,06/12/2019,262
SDATOOL-2804,RCS,Media,"218,158",Media,6,08/08/2021,03/03/2022,13/03/2022,23/03/2022,28/03/2022,232
SDATOOL-4734,FIN,Alta,"262,312",Alta,4,01/04/2019,27/12/2019,19/12/2019,31/12/2019,05/01/2020,279
SDATOOL-5567,ENG,Alta,"211,387",Media,2,13/06/2019,08/02/2020,21/12/2019,16/01/2020,24/01/2020,225
SDATOOL-6724,ENG,Alta,"269,289",Alta,4,15/01/2023,11/01/2024,24/12/2023,18/01/2024,20/01/2024,370
SDATOOL-6033,RIC,Alta,"138,614",Media,2,29/07/2019,14/02/2020,09/01/2020,21/01/2020,24/01/2020,179
SDATOOL-8737,ENG,Media,"336,371",Alta,8,18/08/2023,24/07/2024,30/07/2024,10/08/2024,12/08/2024,360
SDATOOL-6628,FIN,Alta,"144,973",Media,2,14/04/2021,27/11/2021,11/11/2021,07/12/2021,08/12/2021,238
SDATOOL-2322,GRM,Alta,"143,070",Media,3,20/03/2019,18/09/2019,16/08/2019,31/08/2019,03/09/2019,167
SDATOOL-1939,FIN,Media,"108,536",Baja,4,01/01/2019,24/04/2019,16/04/2019,03/05/2019,08/05/2019,127
SDATOOL-6919,ENG,Media,"176,879",Media,6,15/10/2019,04/05/2020,27/04/2020,09/05/2020,17/05/2020,215
SDATOOL-4012,GRM,Media,"130,497",Baja,4,14/05/2024,24/08/2024,16/10/2024,09/11/2024,13/11/2024,183
SDATOOL-1778,FIN,Alta,"169,484",Media,4,25/03/2019,27/09/2019,22/09/2019,16/10/2019,25/10/2019,214
SDATOOL-1584,GRM,Alta,"207,780",Media,1,29/07/2021,24/04/2022,14/03/2022,23/03/2022,29/03/2022,243
SDATOOL-4160,FIN,Media,"172,124",Media,6,07/06/2022,21/02/2023,23/12/2022,18/01/2023,23/01/2023,230
SDATOOL-6041,RIC,Media,"314,865",Alta,6,01/01/2019,03/11/2019,27/03/2019,06/04/2019,14/04/2019,103
SDATOOL-9713,FIN,Media,"223,287",Alta,2,16/11/2022,26/08/2023,26/11/2023,04/12/2023,05/12/2023,384
SDATOOL-9455,ENG,Alta,"201,736",Alta,9,16/10/2019,05/09/2020,17/11/2020,12/12/2020,20/12/2020,431
SDATOOL-6445,T&C,Alta,"109,456",Baja,4,24/05/2019,28/07/2019,16/06/2019,06/07/2019,15/07/2019,52
SDATOOL-1521,T&C,Baja,"137,811",Media,2,04/03/2019,15/09/2019,25/07/2019,15/08/2019,17/08/2019,166
SDATOOL-7005,FIN,Media,"160,226",Media,4,14/07/2021,20/03/2022,23/01/2022,21/02/2022,02/03/2022,231
SDATOOL-6548,CIB,Alta,"214,705",Media,5,28/12/2024,28/05/2025,13/06/2025,24/06/2025,03/07/2025,187
SDATOOL-7455,FIN,Baja,"112,838",Baja,5,02/10/2019,23/12/2019,27/12/2019,12/01/2020,14/01/2020,104
SDATOOL-9534,CIB,Alta,"266,601",Alta,4,19/10/2019,11/08/2020,01/08/2020,09/08/2020,16/08/2020,302
SDATOOL-5387,GRM,Baja,"177,913",Media,6,08/04/2020,10/11/2020,09/10/2020,27/10/2020,04/11/2020,210
SDATOOL-1969,FIN,Media,"101,028",Baja,4,11/09/2022,15/11/2022,27/10/2022,04/11/2022,06/11/2022,56
SDATOOL-5938,FIN,Alta,"157,580",Media,5,08/02/2024,24/07/2024,27/06/2024,20/07/2024,21/07/2024,164
SDATOOL-7545,FIN,Alta,"128,156",Baja,5,27/04/2022,10/08/2022,29/08/2022,05/09/2022,06/09/2022,132
SDATOOL-3917,T&C,Baja,"126,050",Baja,5,22/12/2022,16/04/2023,19/06/2023,06/07/2023,10/07/2023,200
SDATOOL-6505,RCS,Media,"204,029",Media,7,20/12/2021,19/05/2022,15/05/2022,04/06/2022,13/06/2022,175
SDATOOL-3361,GRM,Media,"114,516",Media,1,24/05/2019,31/12/2019,28/10/2019,21/11/2019,01/12/2019,191
SDATOOL-2933,ENG,Alta,"323,360",Alta,8,08/01/2019,22/11/2019,22/11/2019,08/12/2019,13/12/2019,339
SDATOOL-8261,ENG,Media,"223,069",Media,3,13/04/2022,06/11/2022,27/09/2022,13/10/2022,16/10/2022,186
SDATOOL-1403,ENG,Alta,"347,972",Alta,9,25/07/2021,02/07/2022,07/07/2022,21/07/2022,23/07/2022,363
SDATOOL-3099,RIC,Baja,"119,265",Media,1,17/04/2021,28/09/2021,11/09/2021,02/10/2021,09/10/2021,175
SDATOOL-8930,FIN,Media,"175,620",Media,6,01/01/2019,10/09/2019,15/06/2019,22/06/2019,24/06/2019,174
SDATOOL-1168,ENG,Alta,"135,097",Media,2,20/10/2021,17/04/2022,09/04/2022,25/04/2022,02/05/2022,194
SDATOOL-6427,T&C,Baja,"108,957",Baja,3,03/01/2022,19/03/2022,17/03/2022,04/04/2022,06/04/2022,93
SDATOOL-6918,FIN,Media,"332,058",Alta,8,05/06/2022,04/06/2023,03/06/2023,24/06/2023,01/07/2023,391
SDATOOL-8040,ENG,Alta,"223,801",Media,4,18/11/2023,14/07/2024,07/07/2024,20/07/2024,27/07/2024,252
SDATOOL-8290,ENG,Alta,"115,936",Media,1,28/09/2022,04/03/2023,06/02/2023,22/02/2023,27/02/2023,152
SDATOOL-3709,T&C,Media,"154,432",Media,6,01/01/2019,04/06/2019,12/04/2019,29/04/2019,03/05/2019,122
SDATOOL-6796,GRM,Alta,"263,354",Alta,4,08/07/2021,07/05/2022,04/04/2022,03/05/2022,10/05/2022,306
SDATOOL-2537,FIN,Media,"323,525",Alta,8,25/11/2020,29/08/2021,25/10/2021,05/11/2021,12/11/2021,352
SDATOOL-4332,ENG,Media,"134,282",Media,3,22/10/2023,22/03/2024,27/02/2024,11/03/2024,12/03/2024,142
SDATOOL-2019,FIN,Media,"136,804",Media,4,23/05/2024,27/10/2024,02/09/2024,22/09/2024,30/09/2024,130
SDATOOL-6880,CIB,Media,"148,629",Media,2,26/04/2020,15/12/2020,06/12/2020,19/12/2020,23/12/2020,241
SDATOOL-1009,FIN,Media,"227,072",Alta,8,17/07/2020,26/06/2021,05/09/2021,12/09/2021,21/09/2021,431
SDATOOL-1786,GRM,Baja,"123,303",Media,6,01/01/2019,05/08/2019,24/04/2019,16/05/2019,23/05/2019,142
SDATOOL-3868,RIC,Alta,"171,670",Media,6,21/05/2021,18/12/2021,14/11/2021,11/12/2021,15/12/2021,208
SDATOOL-2526,ENG,Media,"339,015",Alta,5,01/01/2019,19/12/2019,26/06/2019,16/07/2019,19/07/2019,199
SDATOOL-2905,FIN,Baja,"120,668",Media,1,26/09/2023,17/05/2024,21/03/2024,17/04/2024,18/04/2024,205
SDATOOL-3661,FIN,Media,"216,424",Media,10,08/09/2020,20/05/2021,21/07/2021,12/08/2021,13/08/2021,339
SDATOOL-1160,CIB,Media,"222,793",Media,10,05/06/2023,23/02/2024,24/04/2024,21/05/2024,23/05/2024,353
SDATOOL-5972,FIN,Media,"305,436",Alta,7,23/10/2023,30/08/2024,02/10/2024,30/10/2024,01/11/2024,375
SDATOOL-5694,RCS,Alta,"232,397",Media,10,23/10/2022,07/07/2023,14/08/2023,09/09/2023,19/09/2023,331
SDATOOL-9285,RIC,Alta,"127,861",Baja,2,12/07/2021,16/09/2021,07/09/2021,23/09/2021,29/09/2021,79
SDATOOL-7017,FIN,Baja,"137,982",Media,1,28/11/2024,17/05/2025,21/05/2025,05/06/2025,13/06/2025,197
SDATOOL-5124,FIN,Media,"174,168",Media,5,13/05/2019,08/12/2019,15/12/2019,27/12/2019,05/01/2020,237
SDATOOL-7456,ENG,Baja,"105,833",Baja,4,19/06/2020,11/09/2020,30/08/2020,28/09/2020,04/10/2020,107
SDATOOL-2239,GRM,Alta,"220,579",Alta,2,24/11/2021,30/09/2022,16/09/2022,03/10/2022,08/10/2022,318
SDATOOL-6159,ENG,Media,"103,149",Baja,2,30/06/2022,02/11/2022,22/10/2022,11/11/2022,21/11/2022,144
SDATOOL-5805,RIC,Media,"382,598",Alta,10,05/11/2019,25/09/2020,08/09/2020,24/09/2020,01/10/2020,331
SDATOOL-8815,ENG,Media,"211,411",Alta,1,21/06/2022,11/04/2023,11/07/2023,18/07/2023,25/07/2023,399
SDATOOL-8149,ENG,Alta,"193,291",Media,6,08/08/2022,24/04/2023,23/03/2023,13/04/2023,18/04/2023,253
SDATOOL-4579,T&C,Media,"120,140",Media,2,29/08/2021,02/04/2022,17/02/2022,06/03/2022,07/03/2022,190
SDATOOL-4911,ENG,Alta,"247,645",Alta,3,07/05/2021,26/04/2022,17/04/2022,08/05/2022,09/05/2022,367
SDATOOL-6344,CIB,Media,"179,797",Media,7,08/10/2020,16/03/2021,10/03/2021,01/04/2021,02/04/2021,176
SDATOOL-9271,FIN,Alta,"291,409",Alta,6,01/01/2019,08/12/2019,21/10/2019,16/11/2019,20/11/2019,323
SDATOOL-7885,ENG,Baja,"122,030",Baja,4,10/09/2023,18/01/2024,28/12/2023,08/01/2024,10/01/2024,122
SDATOOL-8994,ENG,Alta,"345,344",Alta,8,24/05/2019,19/03/2020,30/04/2020,23/05/2020,25/05/2020,367
SDATOOL-7184,RCS,Media,"104,031",Baja,2,10/02/2025,15/04/2025,28/02/2025,25/03/2025,01/04/2025,50
SDATOOL-9158,ENG,Media,"201,287",Alta,1,08/11/2022,05/10/2023,09/12/2023,01/01/2024,05/01/2024,423
SDATOOL-4702,ENG,Media,"185,760",Media,7,26/08/2023,04/04/2024,26/02/2024,08/03/2024,17/03/2024,204
SDATOOL-8551,GRM,Media,"165,101",Media,5,08/11/2020,17/06/2021,03/06/2021,14/06/2021,19/06/2021,223
SDATOOL-9548,ENG,Media,"384,593",Alta,10,29/06/2020,19/05/2021,10/06/2021,25/06/2021,03/07/2021,369
SDATOOL-8339,FIN,Media,"342,024",Alta,9,16/05/2023,20/02/2024,18/01/2024,11/02/2024,20/02/2024,280
SDATOOL-3533,T&C,Media,"177,728",Media,6,11/05/2022,28/12/2022,30/11/2022,24/12/2022,27/12/2022,230
SDATOOL-6120,FIN,Alta,"331,646",Alta,8,21/10/2021,22/07/2022,02/07/2022,31/07/2022,06/08/2022,289
SDATOOL-8818,FIN,Media,"205,871",Media,9,27/05/2024,17/02/2025,23/05/2025,02/06/2025,07/06/2025,376
SDATOOL-2465,FIN,Alta,"309,693",Alta,6,22/04/2020,23/01/2021,02/02/2021,10/02/2021,18/02/2021,302
SDATOOL-2310,FIN,Media,"85,352",Baja,3,01/01/2019,06/05/2019,07/03/2019,03/04/2019,04/04/2019,93
SDATOOL-1695,CIB,Media,"226,736",Alta,2,18/02/2023,12/01/2024,19/01/2024,26/01/2024,28/01/2024,344
SDATOOL-3747,FIN,Media,"307,320",Alta,7,17/12/2023,31/10/2024,20/12/2024,13/01/2025,21/01/2025,401
SDATOOL-5334,T&C,Media,"132,538",Media,3,25/04/2021,30/11/2021,13/11/2021,27/11/2021,01/12/2021,220
SDATOOL-7581,FIN,Alta,"202,445",Media,9,29/04/2024,29/12/2024,11/02/2025,28/02/2025,10/03/2025,315
SDATOOL-3090,FIN,Alta,"239,656",Media,10,01/03/2023,13/11/2023,25/11/2023,11/12/2023,12/12/2023,286
SDATOOL-5678,FIN,Media,"156,789",Baja,4,03/08/2019,15/10/2019,07/10/2019,23/10/2019,28/10/2019,86
SDATOOL-9225,RCS,Media,"195,658",Alta,1,01/01/2019,02/11/2019,14/08/2019,24/08/2019,03/09/2019,245
SDATOOL-8344,CCS,Alta,"344,022",Alta,9,06/08/2023,29/05/2024,18/05/2024,28/05/2024,29/05/2024,297
SDATOOL-1353,ENG,Media,"243,538",Alta,3,01/01/2019,28/12/2019,27/04/2019,25/05/2019,30/05/2019,149
SDATOOL-7236,CIB,Alta,"190,024",Media,3,21/03/2020,04/12/2020,19/11/2020,05/12/2020,08/12/2020,262
SDATOOL-4091,FIN,Alta,"225,446",Media,10,25/05/2021,14/11/2021,06/02/2022,28/02/2022,05/03/2022,284
SDATOOL-5914,GRM,Alta,"313,324",Alta,7,18/12/2023,15/10/2024,19/10/2024,06/11/2024,07/11/2024,325
SDATOOL-7750,ENG,Media,"109,298",Baja,5,04/06/2025,18/09/2025,12/08/2025,02/09/2025,08/09/2025,96
SDATOOL-8019,FIN,Media,"230,088",Alta,6,30/06/2023,13/06/2024,25/08/2024,01/09/2024,06/09/2024,434
SDATOOL-7463,CCS,Baja,"146,782",Media,2,07/08/2019,31/03/2020,13/03/2020,08/04/2020,14/04/2020,251
SDATOOL-1631,T&C,Media,"215,572",Media,4,21/04/2020,03/11/2020,03/11/2020,19/11/2020,24/11/2020,217
SDATOOL-7990,ENG,Media,"337,490",Alta,8,19/03/2022,03/02/2023,18/04/2023,17/05/2023,26/05/2023,433
SDATOOL-9204,RCS,Alta,"258,261",Alta,3,21/10/2024,29/07/2025,26/07/2025,07/08/2025,16/08/2025,299
SDATOOL-6874,GRM,Media,"159,972",Media,3,01/01/2019,25/08/2019,19/05/2019,04/06/2019,11/06/2019,161
SDATOOL-5692,FIN,Alta,"128,824",Baja,5,11/02/2020,22/06/2020,22/05/2020,02/06/2020,12/06/2020,122
SDATOOL-8685,FIN,Media,"155,584",Media,4,28/08/2023,01/05/2024,20/03/2024,09/04/2024,10/04/2024,226
SDATOOL-5917,FIN,Media,"207,427",Media,8,08/03/2022,01/11/2022,25/01/2023,22/02/2023,27/02/2023,356
SDATOOL-9043,RIC,Media,"124,574",Media,1,24/09/2019,05/05/2020,01/04/2020,13/04/2020,20/04/2020,209
SDATOOL-2238,FIN,Alta,"270,103",Alta,5,20/09/2020,21/06/2021,09/06/2021,19/06/2021,24/06/2021,277
SDATOOL-6335,RCS,Media,"162,523",Baja,4,04/03/2025,07/06/2025,31/08/2025,12/09/2025,13/09/2025,193
SDATOOL-9098,ENG,Alta,"268,237",Alta,5,22/04/2019,05/02/2020,04/02/2020,21/02/2020,27/02/2020,311
SDATOOL-7010,ENG,Media,"212,312",Media,5,06/12/2022,17/05/2023,02/06/2023,17/06/2023,24/06/2023,200
SDATOOL-3306,FIN,Alta,"198,608",Media,7,01/01/2019,21/07/2019,12/03/2019,08/04/2019,09/04/2019,98
SDATOOL-8146,RIC,Alta,"155,896",Baja,4,25/04/2021,22/08/2021,30/08/2021,19/09/2021,27/09/2021,155
SDATOOL-9714,T&C,Media,"123,267",Baja,1,13/01/2021,18/03/2021,16/02/2021,04/03/2021,10/03/2021,56
SDATOOL-6842,T&C,Alta,"181,442",Media,7,20/08/2020,20/04/2021,01/05/2021,14/05/2021,15/05/2021,268
SDATOOL-1101,ENG,Media,"349,557",Alta,8,16/04/2020,27/03/2021,18/06/2021,14/07/2021,17/07/2021,457
SDATOOL-3629,CIB,Media,"131,577",Baja,3,19/11/2019,06/03/2020,14/02/2020,04/03/2020,07/03/2020,109
SDATOOL-4039,CIB,Media,"202,529",Media,4,01/01/2019,26/09/2019,06/06/2019,15/06/2019,16/06/2019,166
SDATOOL-5354,ENG,Baja,"118,381",Baja,6,03/09/2020,29/01/2021,23/01/2021,14/02/2021,15/02/2021,165
SDATOOL-2221,CIB,Media,"223,897",Alta,2,08/11/2019,27/10/2020,12/09/2020,01/10/2020,10/10/2020,337
SDATOOL-4968,T&C,Media,"158,012",Media,3,17/11/2019,28/07/2020,24/06/2020,18/07/2020,19/07/2020,245
SDATOOL-8934,CIB,Media,"197,750",Media,3,01/01/2019,23/07/2019,31/05/2019,27/06/2019,30/06/2019,180
SDATOOL-1843,CCS,Baja,"108,460",Baja,4,18/03/2020,14/07/2020,28/06/2020,17/07/2020,23/07/2020,127
SDATOOL-1806,FIN,Media,"189,612",Media,6,21/03/2023,10/12/2023,31/10/2023,28/11/2023,07/12/2023,261
SDATOOL-2173,FIN,Media,"178,783",Media,5,12/06/2023,16/11/2023,22/09/2023,15/10/2023,20/10/2023,130
SDATOOL-8599,FIN,Alta,"232,760",Media,10,27/11/2019,10/08/2020,01/10/2020,28/10/2020,05/11/2020,344
SDATOOL-6643,ENG,Media,"191,366",Media,6,26/05/2023,05/11/2023,04/10/2023,30/10/2023,05/11/2023,163
SDATOOL-6890,ENG,Alta,"217,075",Media,9,27/08/2020,15/04/2021,09/06/2021,04/07/2021,14/07/2021,321
SDATOOL-7865,ENG,Media,"213,361",Media,9,13/07/2022,06/04/2023,29/03/2023,26/04/2023,28/04/2023,289
SDATOOL-3541,FIN,Alta,"331,022",Alta,7,03/01/2019,24/12/2019,20/01/2020,13/02/2020,19/02/2020,412
SDATOOL-6632,RIC,Baja,"111,947",Media,1,13/04/2023,22/09/2023,24/08/2023,20/09/2023,25/09/2023,165
SDATOOL-9582,RIC,Media,"145,861",Media,4,28/08/2024,14/04/2025,08/03/2025,16/03/2025,18/03/2025,202
SDATOOL-6123,CCS,Alta,"114,771",Baja,1,22/11/2023,13/02/2024,29/01/2024,10/02/2024,12/02/2024,82
SDATOOL-6707,ENG,Media,"290,223",Alta,6,27/03/2024,11/02/2025,25/04/2025,13/05/2025,18/05/2025,417
SDATOOL-3832,RIC,Baja,"180,227",Media,6,17/10/2020,25/05/2021,19/04/2021,09/05/2021,18/05/2021,213
SDATOOL-9450,FIN,Alta,"134,030",Media,3,05/05/2019,09/12/2019,22/10/2019,14/11/2019,21/11/2019,200
SDATOOL-4550,GRM,Media,"204,081",Media,8,14/09/2022,16/05/2023,22/07/2023,12/08/2023,17/08/2023,337
SDATOOL-3032,ENG,Media,"314,217",Alta,6,01/09/2020,31/07/2021,29/09/2021,18/10/2021,24/10/2021,418
SDATOOL-7834,RIC,Media,"146,449",Baja,3,13/07/2021,27/10/2021,10/11/2021,09/12/2021,16/12/2021,156
SDATOOL-9573,CCS,Alta,"373,840",Alta,10,17/05/2019,27/02/2020,13/03/2020,06/04/2020,16/04/2020,335
SDATOOL-6889,RIC,Media,"354,831",Alta,9,26/04/2023,09/02/2024,16/02/2024,24/02/2024,25/02/2024,305
SDATOOL-7086,FIN,Alta,"330,884",Alta,8,12/11/2019,15/09/2020,21/10/2020,29/10/2020,04/11/2020,358
SDATOOL-2619,RIC,Alta,"112,942",Baja,5,20/10/2022,04/02/2023,01/01/2023,25/01/2023,04/02/2023,107
SDATOOL-9027,ENG,Media,"381,214",Alta,10,15/06/2019,06/05/2020,26/05/2020,14/06/2020,22/06/2020,373
SDATOOL-4625,FIN,Media,"152,511",Baja,4,11/10/2024,26/12/2024,01/02/2025,08/02/2025,11/02/2025,123
SDATOOL-6287,RIC,Alta,"140,351",Media,3,01/01/2019,26/06/2019,15/06/2019,04/07/2019,12/07/2019,192
SDATOOL-2924,FIN,Alta,"226,204",Media,10,13/03/2022,18/09/2022,28/11/2022,16/12/2022,26/12/2022,288
SDATOOL-8902,CCS,Alta,"94,409",Baja,3,18/11/2024,25/01/2025,19/12/2024,12/01/2025,21/01/2025,64
SDATOOL-9593,FIN,Media,"110,231",Baja,3,31/03/2023,12/08/2023,03/07/2023,29/07/2023,30/07/2023,121
SDATOOL-6426,GRM,Baja,"130,585",Baja,3,15/07/2025,21/09/2025,22/08/2025,19/09/2025,23/09/2025,70
SDATOOL-8739,T&C,Media,"138,336",Baja,3,02/01/2024,23/05/2024,05/07/2024,25/07/2024,01/08/2024,212
SDATOOL-3671,FIN,Baja,"119,180",Media,1,30/06/2022,17/02/2023,15/01/2023,02/02/2023,10/02/2023,225
SDATOOL-8966,GRM,Media,"84,453",Baja,2,18/12/2019,20/03/2020,27/03/2020,07/04/2020,10/04/2020,114
SDATOOL-2477,FIN,Alta,"115,483",Baja,4,20/08/2020,29/12/2020,16/11/2020,11/12/2020,16/12/2020,118
SDATOOL-4729,ENG,Media,"365,940",Alta,9,25/01/2022,13/01/2023,14/02/2023,02/03/2023,04/03/2023,403
SDATOOL-3614,T&C,Media,"110,476",Media,1,11/04/2021,06/12/2021,02/12/2021,31/12/2021,01/01/2022,265
SDATOOL-9970,T&C,Media,"118,760",Baja,4,11/05/2019,26/08/2019,23/07/2019,08/08/2019,14/08/2019,95
SDATOOL-6629,ENG,Media,"258,496",Alta,6,27/04/2019,01/03/2020,25/05/2020,21/06/2020,27/06/2020,427
SDATOOL-9093,ENG,Alta,"295,464",Alta,6,14/01/2021,09/01/2022,29/12/2021,11/01/2022,16/01/2022,367
SDATOOL-8744,FIN,Media,"253,613",Alta,3,02/02/2024,22/12/2024,28/01/2025,11/02/2025,14/02/2025,378
SDATOOL-7338,T&C,Media,"234,815",Media,3,21/05/2020,29/10/2020,01/09/2020,30/09/2020,09/10/2020,141
SDATOOL-1833,FIN,Media,"221,130",Media,3,19/11/2024,19/05/2025,08/05/2025,17/05/2025,18/05/2025,180
SDATOOL-5539,ENG,Baja,"112,165",Baja,5,12/03/2024,04/06/2024,20/05/2024,09/06/2024,17/06/2024,97
SDATOOL-6275,FIN,Media,"231,868",Alta,2,21/11/2024,31/08/2025,29/07/2025,27/08/2025,31/08/2025,283
SDATOOL-3043,GRM,Media,"129,162",Media,1,25/12/2019,23/07/2020,11/06/2020,05/07/2020,12/07/2020,200
SDATOOL-4991,FIN,Baja,"160,010",Media,5,29/10/2023,14/04/2024,04/03/2024,14/03/2024,22/03/2024,145
SDATOOL-5645,GRM,Baja,"135,851",Media,1,07/09/2022,06/02/2023,08/01/2023,06/02/2023,12/02/2023,158
SDATOOL-9216,FIN,Media,"199,608",Media,7,17/06/2019,04/03/2020,19/01/2020,10/02/2020,14/02/2020,242
SDATOOL-6007,ENG,Media,"149,207",Media,4,09/12/2023,13/06/2024,12/05/2024,19/05/2024,27/05/2024,170
SDATOOL-8345,GRM,Alta,"157,590",Media,3,23/08/2020,28/04/2021,03/05/2021,13/05/2021,18/05/2021,268
SDATOOL-3428,GRM,Media,"263,878",Alta,4,01/01/2019,03/11/2019,04/05/2019,31/05/2019,05/06/2019,155
SDATOOL-1572,CIB,Alta,"279,269",Alta,5,06/02/2023,04/02/2024,20/01/2024,08/02/2024,13/02/2024,372
SDATOOL-5310,GRM,Baja,"122,645",Media,2,06/11/2020,05/07/2021,18/06/2021,11/07/2021,15/07/2021,251
SDATOOL-4410,T&C,Media,"176,548",Media,7,28/02/2020,29/08/2020,09/08/2020,26/08/2020,03/09/2020,188
SDATOOL-8282,FIN,Alta,"324,711",Alta,7,28/11/2020,15/09/2021,15/08/2021,08/09/2021,09/09/2021,285
SDATOOL-2749,ENG,Alta,"219,838",Media,10,19/03/2022,11/10/2022,31/12/2022,12/01/2023,17/01/2023,304
SDATOOL-1588,T&C,Alta,"225,487",Media,10,14/07/2020,07/04/2021,29/05/2021,10/06/2021,14/06/2021,335
SDATOOL-4651,CCS,Media,"181,564",Media,6,13/06/2020,23/01/2021,12/01/2021,24/01/2021,30/01/2021,231
SDATOOL-7561,T&C,Alta,"151,109",Media,4,05/01/2023,25/09/2023,03/09/2023,11/09/2023,13/09/2023,251
SDATOOL-3063,T&C,Media,"110,933",Media,1,07/03/2019,24/09/2019,20/08/2019,28/08/2019,02/09/2019,179
SDATOOL-2692,GRM,Baja,"137,136",Media,3,14/04/2022,30/09/2022,03/09/2022,14/09/2022,23/09/2022,162
SDATOOL-9148,ENG,Media,"121,910",Media,1,04/03/2019,01/10/2019,21/08/2019,02/09/2019,06/09/2019,186
SDATOOL-1083,ENG,Alta,"142,603",Baja,4,01/01/2019,13/05/2019,15/07/2019,29/07/2019,02/08/2019,213
SDATOOL-8170,ENG,Alta,"348,513",Alta,9,26/02/2020,26/12/2020,13/03/2021,29/03/2021,31/03/2021,399
SDATOOL-2769,RCS,Media,"115,992",Media,1,01/01/2019,17/07/2019,21/03/2019,31/03/2019,01/04/2019,90
SDATOOL-2215,FIN,Media,"341,897",Alta,9,30/09/2021,19/07/2022,31/08/2022,26/09/2022,05/10/2022,370
SDATOOL-4944,CIB,Alta,"280,636",Alta,5,23/03/2020,13/01/2021,25/01/2021,22/02/2021,25/02/2021,339
SDATOOL-4378,FIN,Media,"127,354",Media,2,21/03/2021,26/08/2021,18/08/2021,09/09/2021,19/09/2021,182
SDATOOL-1573,RCS,Baja,"142,280",Baja,7,19/12/2024,23/03/2025,12/03/2025,31/03/2025,04/04/2025,106
SDATOOL-8701,ENG,Media,"166,120",Media,4,01/01/2019,19/06/2019,23/05/2019,02/06/2019,09/06/2019,159
SDATOOL-3383,CIB,Alta,"138,098",Media,1,29/10/2023,09/04/2024,23/02/2024,19/03/2024,20/03/2024,143
SDATOOL-3698,RIC,Baja,"159,242",Media,4,12/09/2022,23/02/2023,16/02/2023,15/03/2023,24/03/2023,193
SDATOOL-5003,FIN,Alta,"270,248",Alta,8,06/04/2023,03/04/2024,03/07/2024,11/07/2024,12/07/2024,463
SDATOOL-4345,RCS,Alta,"210,410",Media,4,13/08/2020,11/03/2021,04/02/2021,05/03/2021,06/03/2021,205
SDATOOL-7547,ENG,Media,"355,128",Alta,9,22/04/2022,10/03/2023,22/04/2023,17/05/2023,24/05/2023,397
SDATOOL-7721,RIC,Alta,"170,306",Media,5,15/01/2024,19/08/2024,17/08/2024,03/09/2024,10/09/2024,239
SDATOOL-4330,GRM,Media,"93,068",Baja,2,21/11/2021,05/03/2022,23/01/2022,17/02/2022,19/02/2022,90
SDATOOL-7983,FIN,Media,"148,488",Media,2,02/11/2024,01/05/2025,12/03/2025,24/03/2025,03/04/2025,152
SDATOOL-1484,RIC,Alta,"155,757",Media,5,19/01/2024,05/10/2024,28/09/2024,12/10/2024,13/10/2024,268
SDATOOL-1551,RIC,Media,"181,255",Media,5,01/01/2019,26/09/2019,07/06/2019,05/07/2019,10/07/2019,190
SDATOOL-8393,CIB,Alta,"197,623",Alta,1,19/06/2020,12/05/2021,31/05/2021,25/06/2021,01/07/2021,377
SDATOOL-5994,ENG,Media,"282,308",Alta,5,29/04/2021,27/04/2022,03/06/2022,19/06/2022,24/06/2022,421
SDATOOL-2209,FIN,Alta,"141,429",Baja,7,09/07/2020,08/11/2020,01/10/2020,23/10/2020,26/10/2020,109
SDATOOL-3425,T&C,Media,"97,154",Baja,3,01/05/2021,01/08/2021,16/07/2021,10/08/2021,16/08/2021,107
SDATOOL-4484,ENG,Media,"370,292",Alta,9,30/06/2023,03/04/2024,24/05/2024,18/06/2024,28/06/2024,364
